DESC_PROVEEDOR,LLAVE_PRODUCTO,COD_PRODUCTO,DESCRIPCION_PRODUCTO,GRUPO,DIVISION,LINEA,SUBLINEA,CATEGORIA,SUBCATEGORIA,FAMILIA,FECHA_CREACION,FECHA_MODIFICACION,DW_HASH,ID_GRUPO,ID_DIVISION,ID_LINEA,ID_SUBLINEA,ID_CATEGORIA,ID_SUBCATEGORIA,ID_FAMILIA,ID_PROVEEDOR,PRODUCTO_CORBETA
EDGEWELL PERSONAL CARE COLOMBIA,62,62,62,62,62,62,62,62,0,0,60,8,62,62,62,62,62,62,0,0,58,62
EDGEWELL PERSONAL CARE COLOMBIA SAS,29,29,29,29,29,29,29,29,0,0,21,29,29,29,29,29,29,29,0,0,29,29
EDMUNDO VIFREDO DAVILA CHAVEZ,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
EDUARDO JARAMILLO,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EDUARDO LONDOO E HIJOS SUCESORES SA,27,27,27,27,27,27,27,27,0,0,27,27,27,27,27,27,27,27,0,0,27,27
EDWIN RODRIGO PAJON TORRES,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
EFICIENCIA LABORAL S.A.,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2
EFRAIN ARANGUREN MILLAN,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
EICHER MOTORS LIMITED(UNIT ROYAL ENFIELD,2608,2608,2608,2608,2608,2608,2608,2608,0,0,2608,2608,2608,2608,2608,2608,2608,2608,0,0,2608,2608
EJERCICIO INTELIGENTE SAS,48,48,48,48,48,48,48,48,0,0,48,48,48,48,48,48,48,48,0,0,48,48
EL CHEF PLATOS LISTOS SAS,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
EL COLOMBIANO S.A. Y CIA S.C.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EL DIAMANTE VIDRIOS Y ESPEJOS SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EL POMAR SA,30,30,30,30,30,30,30,30,0,0,30,30,30,30,30,30,30,30,0,0,30,30
EL REY,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
ELBER ENRIQUE RUIZ CASTRO,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
ELECTRICOS DEL VALLE S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
ELECTRO ALIANZA SAS,175,175,175,175,175,175,175,175,0,0,175,175,175,175,175,175,175,175,0,0,175,175
ELECTRO INTERNATIONAL LTD,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
ELECTROLUX S.A.,589,589,589,589,589,589,589,589,0,0,589,589,589,589,589,589,589,589,0,0,589,589
ELECTRONICP LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ELECTRONICS TO GO SAS,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
ELEMENTS COLCHONERIA Y MUEBLERIA SAS,101,101,101,101,101,101,101,101,0,0,101,101,101,101,101,101,101,101,0,0,101,101
ELIECER LOPEZ BARAJAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ELITE PROFESIONAL,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ELKIN ARVEY GOMEZ GOMEZ,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
ELOFIC INDUSTRIES LTD,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
ELVIRA GONZALEZ DE HIGUERA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EMERGIA CUSTOMER CARE COLOMBIA SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EMPACADORA DE ALIMENTOS CAROLINA LTDA.,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
EMPACKAR SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
EMPAQUES & EMPAQUES SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
EMPORIO INTERNATIONAL S.A.S,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2
EMPRELAC SAS,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
EMPRESA COL DE CLAVOS S.A EMCOCLAVOS S.A,360,360,360,360,360,360,360,360,0,0,360,360,360,360,360,360,360,360,0,0,360,360
EMPRESA DE COSMETICOS Y SERVICIOS S.A.,72,72,72,72,72,72,72,72,0,0,72,72,72,72,72,72,72,72,0,0,72,72
EMTRA - SERVICIO. ESP. TRAN Y TRA S.EN.C,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ENDURANCE TECHNOLOGIES LTD,430,430,430,430,430,430,430,430,0,0,430,430,430,430,430,430,430,430,0,0,430,430
ENERGIA Y POTENCIA SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
ENERGIZER DE COLOMBIA SA,28,28,28,28,28,28,28,28,0,0,28,28,28,28,28,28,28,28,0,0,28,28
ENPING SANGE ELECTRONIC CO.LTD,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
ENT. PROMOTORA DE SALUD FAMISANAR SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ENTIS LABORATORIO ORTOPEDICO LTDA,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
ENTORNO COMERCIAL SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
"ENTREPIDS MEXICO, S. DE R.L. DE C.V",3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
ENVASES PUROS INTERNATIONAL PAPER LTDA,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
EPSON COLOMBIA LTDA,73,73,73,73,73,73,73,73,0,0,73,73,73,73,73,73,73,73,0,0,73,73
EQUIAGRO LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EQUIFLEX SA,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
EQUIPOS SISTEMAS Y PROTECCION SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ERGIOS LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ESCAPES S.A.S.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
ESCOBAR Y ARIAS SAS,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
ESCOBAS Y PLASTICOS DEL SUR SAS,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
ESPACIOS FRESCOS SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ESPUMAS DEL VALLE SA,352,352,352,352,352,352,352,352,0,0,352,352,352,352,352,352,352,352,0,0,352,352
ESPUMAS MEDELLIN S.A.,87,87,87,87,87,87,87,87,0,0,87,87,87,87,87,87,87,87,0,0,87,87
ESTEBAN ARANGO ORTIZ,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
ESTEBAN VELANDIA LAGOS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
ESTROPAJOS OCCIDENTE EMPRESA ASOCIATIVA,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
ESTRUCTURAL PUBLICIDAD Y COMERCIAL S.A.S,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
ETERNA,14,14,14,14,14,14,14,14,0,0,14,7,14,14,14,14,14,14,0,0,14,14
ETERNA S.A.,189,189,189,189,189,189,189,189,0,0,189,189,189,189,189,189,189,189,0,0,189,189
ETIQUETAS EXPRESS LTDA,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
EUROCOL LTDA,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
EUROETIKA,15,15,15,15,15,15,15,15,0,0,15,0,15,15,15,15,15,15,0,0,15,15
EUSEBIO HORTA TRIANA,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
EVER PIONEER TEXTILES CORPORATION,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EVER VIVA CORPORATION,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EXA AUTO PARTS SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EXPANSCIENCE LABORATORIES,45,45,45,45,45,45,45,45,0,0,45,0,45,45,45,45,45,45,0,0,45,45
EXPOCOE CIA. LTDA,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2
EXPOFARO S.A.S,118,118,118,118,118,118,118,118,0,0,118,118,118,118,118,118,118,118,0,0,118,118
EXPRESS & CLEAN-LAVANDERIA SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
EXTIBLU SOCIEDAD POR ACCIONES SIMPLIFICA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
EXTINTORES ANDINOS SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Eagle OPG. INC.,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
Eastman  HongKong Pvt.Ltd.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Eastman Auto & Power Ltd.,34,34,34,34,34,34,34,34,0,0,34,34,34,34,34,34,34,34,0,0,34,34
Echeverri Echeverri Ivan Dario,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Echeverry Echeverry Diego Alonso F,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ecoflora S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Edem Estrategias de Mercadeo Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ediciones Multicolor Process Printing Lt,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Edificadora Continental S.A.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Edificio Autopark P.H.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Editorial El Globo S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Editorial Norma S.A.,47,47,47,47,47,47,47,47,0,0,47,47,47,47,47,47,47,47,0,0,47,47
Editorial Planeta Colombiana S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ediva S.A.,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
Effnett Textiles Ltd,39,39,39,39,39,39,39,39,0,0,39,39,39,39,39,39,39,39,0,0,39,39
Eficacia S .A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Eidcode Technology Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Ekco S.A.B,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
El Castillo de Damy Ltda,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
El Pais S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
El Trigo Dorado y Ca Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Elctricos Importados S.A. EIMPSA,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
Electricos H.R. Ltda.,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,21,21,21,0,0,21,21
Electricos y Contadores Gerson C. Ltda,53,53,53,53,53,53,53,53,0,0,53,53,53,53,53,53,53,53,0,0,53,53
Electro Moderno Ltda.,714,714,714,714,714,714,714,714,0,0,714,714,714,714,714,714,714,714,0,0,714,714
Element Design Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Elite Grupo Ltda.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Elitegroup Computer Systems  Inc.,25,25,25,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25,0,0,25,25
Elvia Yanin Castro Guerra,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
Embriopez Ltda,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Emergencia Medica Integral E.M.I,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Emgesa S.A. ESP,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
Emp Metropolitana de Aseo de PastoSA ESP,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Emp Mpal Alcantarillado y Aseo de Funza,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Emp de Serv. Calificados y NO Calif Ltda,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Empacadora De Alimentos Carolina Ltda.,64,64,64,64,64,64,64,64,0,0,64,64,64,64,64,64,64,64,0,0,64,64
Empacadora de Condimentos Monserrate,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,0,0,24,24
Empacor S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Empaques y Contenidos S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Empaquetaduras Darrow S.A.S,234,234,234,234,234,234,234,234,0,0,234,234,234,234,234,234,234,234,0,0,234,234
Empaquetaduras y Empaques S.A,51,51,51,51,51,51,51,51,0,0,51,51,51,51,51,51,51,51,0,0,51,51
Empresa Angro industrial Cooperativa.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Empresa Colombiana de Cables S.A.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Empresa Hotelera Had Ltda.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Empresa Pesquera Ecuatoriana S.A,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Empresa de Acueducto y Alacantarillado d,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Empresa de Telecomunicaciones de Bogot,43,43,43,43,43,43,43,43,0,0,43,43,43,43,43,43,43,43,0,0,43,43
Enchapados de Colombia S.A.,84,84,84,84,84,84,84,84,0,0,84,84,84,84,84,84,84,84,0,0,84,84
Encla S.A.,199,199,199,199,199,199,199,199,0,0,199,199,199,199,199,199,199,199,0,0,199,199
Energia Integral Andina S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Enfoques FP E.U,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Enka de colombia S.A.,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
Enping Junye Trade Company Limited,45,45,45,45,45,45,45,45,0,0,45,45,45,45,45,45,45,45,0,0,45,45
Envision Peripherals INC,41,41,41,41,41,41,41,41,0,0,41,41,41,41,41,41,41,41,0,0,41,41
Epoch International Enterprise Limited,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Equipos Tecnicos de Colombia S.A.S,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Ergos Collection S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ergotron Inc. dba OmniMount,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Erny Metalicas S.A.S.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Escobar Martinez S.A.,43,43,43,43,43,43,43,43,0,0,43,43,43,43,43,43,43,43,0,0,43,43
Escobar Molina Ramiro Eduardo,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Escobar Restrepo German,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Escuela Nacional de Conduccion Ltd,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Esencia Creativa E.U.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Espacios Comerciales E.U.,31,31,31,31,31,31,31,31,0,0,31,31,31,31,31,31,31,31,0,0,31,31
Espumados S.A.,840,840,840,840,840,840,840,840,0,0,840,840,840,840,840,840,840,840,0,0,840,840
Espumas Plsticas S.A.,111,111,111,111,111,111,111,111,0,0,111,111,111,111,111,111,111,111,0,0,111,111
Esquivel Rojas Jaime Ernesto,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Estacion de Servicios de Pereira Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Estibas y Cabos Madincol S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Estrateg Mercadeo y Publicidad EMP Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Etibarras Ltda.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Eugenia Lopera Ma.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Eurofil S.A.S,22,22,22,22,22,22,22,22,0,0,22,22,22,22,22,22,22,22,0,0,22,22
Eusse Jimenez E Hijos S En C,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,0,0,42,42
Ew Elite Construcciones S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Exco Colombiana S.A.,40,40,40,40,40,40,40,40,0,0,40,40,40,40,40,40,40,40,0,0,40,40
Exotic S.A.,54,54,54,54,54,54,54,54,0,0,54,54,54,54,54,54,54,54,0,0,54,54
Exro S.A.S.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
F Y M Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
F?b. de Quesos Italianos Del Vecchio SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
F?brica de Especias y Product El Rey S.A,96,96,96,96,96,96,96,96,0,0,96,96,96,96,96,96,96,96,0,0,96,96
FA URIBE SAS,19,19,19,19,19,19,19,19,0,0,19,19,19,19,19,19,19,19,0,0,19,19
FAB DE GRASAS Y PROD QU?M LTD GRASCO LTD,60,60,60,60,60,60,60,60,0,0,50,60,60,60,60,60,60,60,0,0,60,60
FAB DE GRASAS Y PROD QUM LTD GRASCO LTD,49,49,49,49,49,49,49,49,0,0,49,49,49,49,49,49,49,49,0,0,49,49
FABIAN ANDRES RODRIGUEZ RAMIREZ,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FABIO ALEXANDER MORALES MORALES,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
FABIO HERNAN ARCOS MUOZ,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FABMER S.A.,4,4,4,4,4,4,4,4,0,0,4,0,4,4,4,4,4,4,0,0,4,4
FABRIALIMENTOS SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
FABRICA DE CHOCOLATES ANDINO LTDA.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
FABRICA DE CHOCOLATES TRIUNFO SA,145,145,145,145,145,145,145,145,0,0,145,145,145,145,145,145,145,145,0,0,145,145
FABRICA DE ESCALERAS FANES SAS,40,40,40,40,40,40,40,40,0,0,40,40,40,40,40,40,40,40,0,0,40,40
FABRICA DE JABONES Y DETERGENTES LIMPIA YA SAS,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,0,0,2,2
FABRICA NACIONAL DE AUTOPARTES SA,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
FADEVESA LTDA. FCA DE ENVASES DE ALUMINI,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
FAIRDEAL WEAVING MILLS (PVT) LTD,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
FAMILY AND HOME PRODUCTOS CO,5,5,5,5,5,5,5,5,0,0,2,3,5,5,5,5,5,5,0,0,5,5
FANNY CARMELA SOLARTE SOLARTE,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
FANTASIAS PLASTICAS DE COLOMBIA LTDA,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
FARMACEUTICA INTER. DE GAR. ANIMAL S.A,29,29,29,29,29,29,29,29,0,0,29,29,29,29,29,29,29,29,0,0,29,29
FDS,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2
FEDEPAL,2,2,2,2,2,2,2,2,0,0,1,1,2,2,2,2,2,2,0,0,2,2
FEDERACION NACIONAL DE ARROCEROS FEDEARR,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FEDERAL MOGUL ITALY S.R.L,96,96,96,96,96,96,96,96,0,0,96,96,96,96,96,96,96,96,0,0,96,96
FEDERAL MOGUL MOTORPARTS CORPORATION,308,308,308,308,308,308,308,308,0,0,308,308,308,308,308,308,308,308,0,0,308,308
FEDERAL MOGUL SA DE CV,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
FEDERICO MELO TORRES,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FEILO SYLVANIA COLOMBIA SA,188,188,188,188,188,188,188,188,0,0,188,188,188,188,188,188,188,188,0,0,188,188
FELIX EVERARDO CEBALLOS MORENO,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
FELJA  SAS,288,288,288,288,288,288,288,288,0,0,288,288,288,288,288,288,288,288,0,0,288,288
FEREMPA S.A.S,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
FERNANDO CACERES SAS,38,38,38,38,38,38,38,38,0,0,38,38,38,38,38,38,38,38,0,0,38,38
FERNANDO TORRES GARZON,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
FERRERO LATIN AMER DEVELOPING MARKET SAS,44,44,44,44,44,44,44,44,0,0,44,44,44,44,44,44,44,44,0,0,44,44
FERRETERIA FERLAT S.A.S.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
FGA FONDO DE GARANTIAS S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
FIAMME S.A.,8,8,8,8,8,8,8,8,0,0,8,7,8,8,8,8,8,8,0,0,8,8
FIAMME S.A. EN REORGANIZACION.,401,401,401,401,401,401,401,401,0,0,400,401,401,401,401,401,401,401,0,0,401,401
FID COLOMBIANA DE COMERCIO EXTERIOR S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FIGURAS INFORMALES S.A.S.,882,882,882,882,882,882,882,882,0,0,882,882,882,882,882,882,882,882,0,0,882,882
FIORY SAS,1809,1809,1809,1809,1809,1809,1809,1809,0,0,1809,1809,1809,1809,1809,1809,1809,1809,0,0,1809,1809
FISHER PRICE,12,12,12,12,12,12,12,12,0,0,12,0,12,12,12,12,12,12,0,0,12,12
FITLINE E.U,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
FLEXOCALI SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FLEXON ESTRUCTURAS Y HERRAJES SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FLORENTINO SALAZAR MUOZ,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
FLYTECH S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FOCUS (HK) INTERNATIONAL TRADING LIMITED,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FOOD WORLD INTERNATIONAL S.A.S,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2
FORD MOTOR COLOMBIA SAS,245,245,245,245,245,245,245,245,0,0,245,245,245,245,245,245,245,245,0,0,245,245
FORMAS ESTRATEGICAS SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FOSHAN BAILIJIAN TECHNOLOGY CO  LTD,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
FOSHAN BLUE DENIM TEXTILE IMPORT & EXPOR,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
FOSHAN EMINENT INDUSTRY DEVELOPMENT CO.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FOSHAN SHUNDE AUGEWEI ELECTRIC APPLIANC,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
FOSHAN TCL HOUSEHOLD APPLIANCES ( NANHAI,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
FOSHAN XUBAO IMPORT AND EXPORT CO.LTD.,201,201,201,201,201,201,201,201,0,0,201,201,201,201,201,201,201,201,0,0,201,201
FP GROCERS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
FPC GLOBAL GROUPS,7,7,7,7,7,7,7,7,0,0,4,4,7,7,7,7,7,7,0,0,7,7
FRANCISCO JAVIER SANCHEZ CALDERON,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FRANCISCO RODRIGO ERAZO RENGIFO,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
FREDDY ALFONSO HERRERA ROJAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
